m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33,vtx90x,vtx90y,vtx90z,vtx91x,vtx91y,vtx91z,vtx92x,vtx92y,vtx92z,vtx93x,vtx93y,vtx93z,vtx94x,vtx94y,vtx94z,vtx95x,vtx95y,vtx95z,vtx96x,vtx96y,vtx96z,vtx97x,vtx97y,vtx97z,vtx98x,vtx98y,vtx98z,vtx99x,vtx99y,vtx99z,vtx100x,vtx100y,vtx100z,vtx101x,vtx101y,vtx101z,vtx102x,vtx102y,vtx102z,vtx103x,vtx103y,vtx103z,vtx104x,vtx104y,vtx104z,vtx105x,vtx105y,vtx105z,vtx106x,vtx106y,vtx106z,vtx107x,vtx107y,vtx107z,vtx108x,vtx108y,vtx108z,vtx109x,vtx109y,vtx109z,vtx111x,vtx111y,vtx111z
0.9991545921257341,0.0411108384013026,-3.8518598887744726e-34,0.0,0.0411108384013026,-0.9991545921257343,1.2246467991473535e-16,0.0,5.0346256658419315e-18,-1.2236114731001599e-16,-1.0,0.0,2.7127117320328877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9989691196701909,0.04538943050569906,0.0007053677993044285,0.0,0.045387189237441575,-0.9989651976736393,0.0029217956791476834,0.0,0.000837256524995294,-0.002886768995665301,-0.9999954827729356,0.0,2.7127117320328877,0.0,0.0,1.0,-0.0007311105728149414,0.0007165670394897461,-0.0011806488037109375,-0.0009481608867645264,0.0014296770095825195,-0.0006239414215087891,-0.0009027421474456787,0.001612544059753418,-0.00010985136032104492,-0.0005832910537719727,0.001195669174194336,0.00026935338973999023,-0.00012302398681640625,0.0003407001495361328,0.0004101749509572983,0.0003376603126525879,-0.0006229877471923828,0.00028401613235473633,0.0006594061851501465,-0.001329183578491211,-8.666515350341797e-05,0.0007056891918182373,-0.0015106201171875,-0.0006050467491149902,0.0004107356071472168,-0.0010988712310791016,-0.0010726451873779297,-0.00012606382369995117,-0.0002486705780029297,-0.0012640934437513351,-0.000618278980255127,0.0005009174346923828,-0.0006086230278015137,-0.0005827546119689941,0.0010118484497070312,1.627206802368164e-05,-0.000489652156829834,0.0011484622955322266,0.00034540891647338867,-0.00026428699493408203,0.0008594989776611328,0.0005309581756591797,-1.4066696166992188e-05,0.00025773048400878906,0.0005844663828611374,0.00023567676544189453,-0.0004239082336425781,0.0005328655242919922,0.0004582405090332031,-0.0009255409240722656,0.000344693660736084,0.0005415678024291992,-0.0010590553283691406,8.58306884765625e-06,0.000363767147064209,-0.0007748603820800781,-0.0003466010093688965,-3.30805778503418e-05,-0.00017905235290527344,-0.0004984531551599503,-4.379451274871826e-05,1.3589859008789062e-05,6.053037941455841e-05
0.9983261574067646,0.05776968259137385,0.002747218727344716,0.0,0.057734950650824034,-0.9982670913818312,0.011379355755289837,0.0,0.003399839818413523,-0.011201697967292786,-0.999931479178378,0.0,2.7127117320328877,0.0,0.0,1.0,-0.0028798580169677734,0.0026444196701049805,-0.004659891128540039,-0.0037622153759002686,0.005464911460876465,-0.002550959587097168,-0.003591775894165039,0.006237506866455078,-0.0005627870559692383,-0.0023303627967834473,0.004677534103393555,0.0009430050849914551,-0.0005071163177490234,0.0013914108276367188,0.0015612617135047913,0.0013270378112792969,-0.0023560523986816406,0.001153707504272461,0.0026108920574188232,-0.005137443542480469,-0.00023001432418823242,0.002797439694404602,-0.005902767181396484,-0.0022287368774414062,0.0016367435455322266,-0.004363298416137695,-0.004076898097991943,-0.0004812479019165039,-0.001096963882446289,-0.004896342754364014,-0.0024268627166748047,0.0018663406372070312,-0.00241774320602417,-0.002323627471923828,0.003912210464477539,-3.2782554626464844e-05,-0.0019668936729431152,0.004483699798583984,0.0012402534484863281,-0.001073300838470459,0.003395557403564453,0.001986384391784668,-7.426738739013672e-05,0.0010747909545898438,0.002245798707008362,0.0009267330169677734,-0.001575469970703125,0.002108633518218994,0.0018160641193389893,-0.003545999526977539,0.001423180103302002,0.002145230770111084,-0.004100799560546875,0.00012946128845214844,0.0014441609382629395,-0.003036022186279297,-0.0012746453285217285,-0.00012123584747314453,-0.0007469654083251953,-0.0019206628203392029,-0.000177726149559021,5.8650970458984375e-05,0.0002328529953956604
0.9969697039692614,0.07755797401280964,0.006014152847373317,0.0,0.07738595160358666,-0.9966899958823332,0.024909167037109794,0.0,0.007926150506429128,-0.02436827394592483,-0.9996716277673616,0.0,2.7127117320328877,0.0,0.0,1.0,-0.006406009197235107,0.005266427993774414,-0.010399699211120605,-0.008472040295600891,0.011582374572753906,-0.005994677543640137,-0.008127868175506592,0.013481616973876953,-0.001700758934020996,-0.005309462547302246,0.01029348373413086,0.001689612865447998,-0.0012108087539672852,0.0032618045806884766,0.003281116485595703,0.002945542335510254,-0.004902362823486328,0.0026826858520507812,0.005868643522262573,-0.011091470718383789,-0.00012987852096557617,0.006305202841758728,-0.012969255447387695,-0.00442737340927124,0.003726363182067871,-0.009827852249145508,-0.008559733629226685,-0.0010048151016235352,-0.002846240997314453,-0.0106067955493927,-0.005376994609832764,0.003782510757446289,-0.005453228950500488,-0.005270913243293762,0.008446455001831055,-0.00040161609649658203,-0.004513859748840332,0.009832382202148438,0.0023480653762817383,-0.0025054216384887695,0.007582902908325195,0.004056096076965332,-0.00023484230041503906,0.002593517303466797,0.004799500107765198,0.002056717872619629,-0.003180980682373047,0.004722326993942261,0.0040860772132873535,-0.0075435638427734375,0.003391444683074951,0.00482824444770813,-0.008877277374267578,0.0006186962127685547,0.0032640695571899414,-0.006697893142700195,-0.002520650625228882,-0.00023108720779418945,-0.0018045902252197266,-0.004126593470573425,-0.00041131675243377686,0.0001475811004638672,0.0004991590976715088
0.994518754073643,0.1040403664489877,0.010394707546106883,0.0,0.10350454216010607,-0.9936972145979837,0.04304248427351091,0.0,0.014807347771817919,-0.04173065838647844,-0.9990191662839083,0.0,2.7127117320328877,0.0,0.0,1.0,-0.011272013187408447,0.007862091064453125,-0.01837712526321411,-0.015174083411693573,0.01907205581665039,-0.01127159595489502,-0.014665782451629639,0.022826194763183594,-0.004009604454040527,-0.009674429893493652,0.01785433292388916,0.002040565013885498,-0.0023456811904907227,0.006110072135925293,0.00532260537147522,0.005172610282897949,-0.007866263389587402,0.004966259002685547,0.010503649711608887,-0.018759727478027344,0.0006238818168640137,0.011342369019985199,-0.022461891174316406,-0.006598234176635742,0.006809055805206299,-0.017572879791259766,-0.013914436101913452,-0.0015840530395507812,-0.0059316158294677734,-0.018020108342170715,-0.009421885013580322,0.005808830261230469,-0.009763956069946289,-0.009533628821372986,0.014270544052124023,-0.0014431476593017578,-0.008295059204101562,0.01697373390197754,0.0032068490982055664,-0.0047103166580200195,0.013405323028564453,0.006316781044006348,-0.0005917549133300781,0.005016326904296875,0.00799494981765747,0.003604888916015625,-0.004868268966674805,0.00837436318397522,0.0073133111000061035,-0.01249241828918457,0.0064778923988342285,0.008660243824124336,-0.015062808990478516,0.001840353012084961,0.005896031856536865,-0.011655092239379883,-0.003720790147781372,-0.00030100345611572266,-0.003497600555419922,-0.006926938891410828,-0.0007607936859130859,0.00029540061950683594,0.0008379817008972168
0.9905180951700508,0.1364733659386481,0.015777310609540914,0.0,0.1351781892415683,-0.9886670733032632,0.06530141896873781,0.0,0.02451041195216487,-0.06254948884951608,-0.9977408486929857,0.0,2.7127117320328877,0.0,0.0,1.0,-0.017395198345184326,0.009562849998474121,-0.028509855270385742,-0.023981038480997086,0.027039647102355957,-0.01870882511138916,-0.02341902256011963,0.03358876705169678,-0.008038520812988281,-0.01564967632293701,0.02707040309906006,0.0014361739158630371,-0.004080653190612793,0.010082125663757324,0.007356107234954834,0.007967233657836914,-0.010772466659545898,0.00806918740272522,0.01661914587020874,-0.027588605880737305,0.002478182315826416,0.018095090985298157,-0.03402566909790039,-0.008044600486755371,0.011102110147476196,-0.02763223648071289,-0.019410550594329834,-0.002027273178100586,-0.010833978652954102,-0.026652038097381592,-0.014492303133010864,0.007404327392578125,-0.015373647212982178,-0.01525510847568512,0.020925283432006836,-0.0035475492477416992,-0.013537347316741943,0.02558422088623047,0.003283977508544922,-0.007902383804321289,0.020786523818969727,0.008258640766143799,-0.0012928247451782227,0.00854635238647461,0.011504024267196655,0.005524396896362305,-0.006194353103637695,0.013024628162384033,0.01155233383178711,-0.01785445213317871,0.010918915271759033,0.013743922114372253,-0.022225141525268555,0.004204988479614258,0.009454339742660522,-0.01773691177368164,-0.004446163773536682,-0.00023496150970458984,-0.005975961685180664,-0.010082870721817017,-0.0012479722499847412,0.0005137920379638672,0.0012211203575134277
0.9844852944859253,0.17407610944737545,0.02205023946868654,0.0,0.17141189055659245,-0.9809695886052319,0.09119555914350669,0.0,0.037505582474823954,-0.08600101366465063,-0.9955888493408696,0.0,2.7127117320328877,0.0,0.0,1.0,-0.024598807096481323,0.009420037269592285,-0.040587007999420166,-0.03496333956718445,0.03441977500915527,-0.02855205535888672,-0.034612298011779785,0.04488956928253174,-0.014312982559204102,-0.0235062837600708,0.03748917579650879,-0.0007191896438598633,-0.006644010543823242,0.015248298645019531,0.00897371768951416,0.01124262809753418,-0.013106346130371094,0.011976942420005798,0.024317622184753418,-0.036890506744384766,0.005842417478561401,0.026799693703651428,-0.04713869094848633,-0.008047014474868774,0.016906768083572388,-0.03990316390991211,-0.024234279990196228,-0.0020436346530914307,-0.017987489700317383,-0.03589543700218201,-0.02046552300453186,0.007961511611938477,-0.02223062515258789,-0.02257658541202545,0.027814865112304688,-0.007079958915710449,-0.020501315593719482,0.03518795967102051,0.0020339488983154297,-0.012350678443908691,0.029529571533203125,0.009323716163635254,-0.0025429725646972656,0.01332998275756836,0.014922142028808594,0.0077201128005981445,-0.00668787956237793,0.0185541408136487,0.01683264970779419,-0.022989273071289062,0.016894906759262085,0.02018982172012329,-0.029801130294799805,0.008106112480163574,0.014081448316574097,-0.02466726303100586,-0.004245389252901077,0.00010025501251220703,-0.009354114532470703,-0.013304471969604492,-0.0018988847732543945,0.0008032321929931641,0.0016141533851623535
0.9759537500615036,0.21602632906662655,0.029101596019560888,0.0,0.2111317313293422,-0.9700363719373517,0.12021991991552228,0.0,0.05420027460043542,-0.11118481132159064,-0.9923206477568731,0.0,2.7127117320328877,0.0,0.0,1.0,-0.032565683126449585,0.0064907073974609375,-0.054219722747802734,-0.0480838418006897,0.04001498222351074,-0.04088175296783447,-0.04842102527618408,0.055646419525146484,-0.0232466459274292,-0.03352081775665283,0.048453450202941895,-0.004992008209228516,-0.010312676429748535,0.021539688110351562,0.009707152843475342,0.014842748641967773,-0.014361143112182617,0.01656106673181057,0.033658385276794434,-0.04585123062133789,0.011018216609954834,0.037704139947891235,-0.06107783317565918,-0.00594019889831543,0.024587422609329224,-0.05407118797302246,-0.027544613927602768,-0.001234978437423706,-0.02768564224243164,-0.0450286865234375,-0.027135320007801056,0.006852626800537109,-0.030171513557434082,-0.031592726707458496,0.03420615196228027,-0.012317180633544922,-0.029442131519317627,0.04512763023376465,-0.0010349750518798828,-0.018352389335632324,0.03926420211791992,0.008955240249633789,-0.004599094390869141,0.019391775131225586,0.01778513193130493,0.010026812553405762,-0.005902528762817383,0.024735406041145325,0.023121237754821777,-0.027180194854736328,0.0244738906621933,0.028077781200408936,-0.03709530830383301,0.013858392834663391,0.01992497779428959,-0.03203439712524414,-0.0026932060718536377,0.0008731186389923096,-0.013670682907104492,-0.016265273094177246,-0.002741396427154541,0.0011477470397949219,0.001978158950805664
0.9645113673363801,0.26146158649009027,0.03681930294005568,0.0,0.25320049392906935,-0.955421189755663,0.15185473334719699,0.0,0.07488212171794992,-0.1371429508066602,-0.9877168009561546,0.0,2.7127117320328877,0.0,0.0,1.0,-0.040809184312820435,-5.7697296142578125e-05,-0.06882107257843018,-0.06313267350196838,0.04257011413574219,-0.05554938316345215,-0.06489884853363037,0.06460464000701904,-0.03506064414978027,-0.04592001438140869,0.05908465385437012,-0.011844873428344727,-0.015386223793029785,0.02869725227355957,0.009067654609680176,0.018527507781982422,-0.014099359512329102,0.02156384289264679,0.044609785079956055,-0.05356955528259277,0.018139347434043884,0.051012277603149414,-0.07491040229797363,-0.0011938810348510742,0.03452637791633606,-0.06955862045288086,-0.02854565531015396,0.0008889362215995789,-0.039990901947021484,-0.05324959754943848,-0.034192584455013275,0.0034961700439453125,-0.03890097141265869,-0.04230368137359619,0.03925609588623047,-0.019391417503356934,-0.04054880142211914,0.054560184478759766,-0.006294131278991699,-0.02618885040283203,0.049417853355407715,0.006654024124145508,-0.007750511169433594,0.02658677101135254,0.01960057020187378,0.012200355529785156,-0.0034759044647216797,0.031227469444274902,0.030289292335510254,-0.029682397842407227,0.03356732800602913,0.0374150276184082,-0.04330182075500488,0.021636750549077988,0.027099937200546265,-0.03928565979003906,0.0005597770214080811,0.002272299025207758,-0.01885247230529785,-0.01862025260925293,-0.00380021333694458,0.0015087127685546875,0.0022733211517333984
0.9498341543419979,0.30948646133930174,0.04509112432728505,0.0,0.2964458642141475,-0.9368482373362068,0.18556731875621316,0.0,0.09967411316760738,-0.16289109996473009,-0.9815964347513348,0.0,2.7127117320328877,0.0,0.0,1.0,-0.0486694872379303,-0.010833144187927246,-0.08362114429473877,-0.07967793941497803,0.0408780574798584,-0.07214212417602539,-0.08390593528747559,0.07040894031524658,-0.04971730709075928,-0.060811400413513184,0.06830906867980957,-0.021564006805419922,-0.022141575813293457,0.03624272346496582,0.006599903106689453,0.021971702575683594,-0.012021183967590332,0.026607662439346313,0.05700278282165527,-0.05912065505981445,0.027131298556923866,0.06681758165359497,-0.08752846717834473,0.0065143617102876306,0.047059983015060425,-0.08551192283630371,-0.02656981348991394,0.004868537187576294,-0.05466866493225098,-0.0597376823425293,-0.041216641664505005,-0.002573728561401367,-0.04799211025238037,-0.05456656217575073,0.04206955432891846,-0.02824842929840088,-0.053888797760009766,0.0624924898147583,-0.013931870460510254,-0.03607213497161865,0.059219956398010254,0.002046346664428711,-0.012281179428100586,0.03456747531890869,0.01989889144897461,0.013921737670898438,0.0008039474487304688,0.03758811950683594,0.03807985782623291,-0.02979445457458496,0.043906450271606445,0.04808926582336426,-0.047556161880493164,0.03143121302127838,0.035647690296173096,-0.04574775695800781,0.005735039710998535,0.0044834911823272705,-0.024699687957763672,-0.02004396915435791,-0.005092263221740723,0.0018253326416015625,0.00246429443359375
