m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33,vtx0x,vtx0y,vtx0z,vtx1x,vtx1y,vtx1z,vtx2x,vtx2y,vtx2z,vtx3x,vtx3y,vtx3z,vtx4x,vtx4y,vtx4z,vtx5x,vtx5y,vtx5z,vtx6x,vtx6y,vtx6z,vtx7x,vtx7y,vtx7z,vtx8x,vtx8y,vtx8z,vtx9x,vtx9y,vtx9z,vtx10x,vtx10y,vtx10z,vtx11x,vtx11y,vtx11z,vtx12x,vtx12y,vtx12z,vtx13x,vtx13y,vtx13z,vtx14x,vtx14y,vtx14z,vtx15x,vtx15y,vtx15z,vtx16x,vtx16y,vtx16z,vtx17x,vtx17y,vtx17z,vtx18x,vtx18y,vtx18z,vtx19x,vtx19y,vtx19z,vtx20x,vtx20y,vtx20z,vtx21x,vtx21y,vtx21z,vtx22x,vtx22y,vtx22z,vtx23x,vtx23y,vtx23z,vtx24x,vtx24y,vtx24z,vtx25x,vtx25y,vtx25z,vtx26x,vtx26y,vtx26z,vtx27x,vtx27y,vtx27z,vtx28x,vtx28y,vtx28z,vtx29x,vtx29y,vtx29z,vtx31x,vtx31y,vtx31z,vtx32x,vtx32y,vtx32z,vtx110x,vtx110y,vtx110z
0.0,0.9998886352243331,-0.014923710973496759,0.0,-2.2204460492503126e-16,0.014923710973496762,0.9998886352243331,0.0,1.0,0.0,2.220446049250313e-16,0.0,0.0,-3.288135593220338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18
-0.002560425645917075,0.9998858740882124,-0.01488902345231835,0.0,0.0018565377431439267,0.014893799613130532,0.9998873576561974,0.0,0.9999949987315538,0.002532495199573215,-0.0018944603305759422,0.0,0.0,-3.288135593220338,0.0,1.0,0.00024646520614624023,-0.0004334449768066406,0.0010418891906738281,0.0004273653030395508,-0.0009210109710693359,0.0009987354278564453,0.00026807188987731934,-0.0010383129119873047,0.0008674263954162598,0.00012451410293579102,-0.0007376670837402344,0.0009304285049438477,0.00012564659118652344,-0.00010704994201660156,0.0010379798477515578,0.00017124414443969727,0.0006153583526611328,0.0010188817977905273,8.14199447631836e-05,0.0011379718780517578,0.0009508132934570312,-8.466839790344238e-05,0.001251220703125,0.0010437369346618652,-8.034706115722656e-05,0.0009129047393798828,0.0012859702110290527,0.00016260147094726562,0.0002646446228027344,0.001411931007169187,0.0002810359001159668,-0.0004826784133911133,0.0008554458618164062,0.000289231538772583,-0.0010466575622558594,0.0006502270698547363,0.00025653839111328125,-0.0011839866638183594,0.0005246996879577637,0.0001697540283203125,-0.0008375644683837891,0.00046139955520629883,7.843971252441406e-05,-0.00011444091796875,0.00044818350579589605,-1.722574234008789e-05,0.0007112026214599609,0.0004686117172241211,-0.00010687112808227539,0.0013089179992675781,0.0005440115928649902,-0.00013759732246398926,0.0014396905899047852,0.0006778240203857422,-6.222724914550781e-05,0.001055598258972168,0.0008097290992736816,8.958578109741211e-05,0.00031626224517822266,0.0008520024130120873,0.000209808349609375,-0.0007328987121582031,0.0004234910011291504,0.0002975165843963623,-0.001568436622619629,0.0002276301383972168,0.00028246641159057617,-0.0017648935317993164,3.457069396972656e-05,0.0001684427261352539,-0.001245260238647461,-9.894371032714844e-05,5.4836273193359375e-06,-0.0001722574234008789,-0.0001474372111260891,-0.00016880035400390625,0.0010510683059692383,-9.85264778137207e-05,-0.0002929568290710449,0.0019370317459106445,4.965066909790039e-05,-0.0003044307231903076,0.0021303892135620117,0.0002493858337402344,-0.0001875758171081543,0.001558065414428711,0.0004152655601501465,5.900859832763672e-06,0.00045680999755859375,0.00047049252316355705,0.0002861618995666504,-0.0022827982902526855,-0.0006341338157653809,0.0002773404121398926,-0.002554178237915039,-0.0009159445762634277,0.00013140030205249786,3.600120544433594e-05,0.0008739977565710433
-0.009972029711106334,0.9998409231982714,-0.014788066860438643,0.0,0.007230331270153762,0.014860512360476807,0.9998634344159745,0.0,0.9999241375890294,0.009863745252798754,-0.007377370562960728,0.0,0.0,-3.288135593220338,0.0,1.0,0.0009894967079162598,-0.001661062240600586,0.00404810905456543,0.001714468002319336,-0.0035521984100341797,0.0038890838623046875,0.0010927915573120117,-0.004017829895019531,0.0033825039863586426,0.0005252957344055176,-0.0028557777404785156,0.003633260726928711,0.0005179643630981445,-0.0004038810729980469,0.004045120906084776,0.0006753802299499512,0.0024123191833496094,0.003960311412811279,0.00030997395515441895,0.004453182220458984,0.0036908388137817383,-0.0003358423709869385,0.004894733428955078,0.004050910472869873,-0.0003084540367126465,0.0035774707794189453,0.004992485046386719,0.0006530284881591797,0.0010573863983154297,0.005485868779942393,0.0011219382286071777,-0.0018514394760131836,0.003326714038848877,0.0011636316776275635,-0.0040476322174072266,0.00253903865814209,0.0010433495044708252,-0.004586458206176758,0.0020574331283569336,0.0006973743438720703,-0.0032465457916259766,0.0018061995506286621,0.00031960010528564453,-0.0004382133483886719,0.001748665701597929,-7.236003875732422e-05,0.002777099609375,0.0018216371536254883,-0.00043454766273498535,0.005110740661621094,0.002103149890899658,-0.0005613267421722412,0.0056258440017700195,0.0026178359985351562,-0.0002581477165222168,0.004131436347961426,0.0031366944313049316,0.00035625696182250977,0.0012538433074951172,0.0033071895595639944,0.0008407235145568848,-0.002830982208251953,0.0016488432884216309,0.001200944185256958,-0.006085515022277832,0.0009061694145202637,0.001151055097579956,-0.006857752799987793,0.00016433000564575195,0.0006928443908691406,-0.004845619201660156,-0.0003631114959716797,2.5391578674316406e-05,-0.0006767511367797852,-0.0005650538951158524,-0.0006843209266662598,0.004085540771484375,-0.00039082765579223633,-0.001188427209854126,0.0075408220291137695,0.00016486644744873047,-0.0012419521808624268,0.008301734924316406,0.0009331107139587402,-0.0007706880569458008,0.0060803890228271484,0.0015878677368164062,1.6748905181884766e-05,0.0017980337142944336,0.001816360279917717,0.0011586546897888184,-0.008882701396942139,-0.002430558204650879,0.001133948564529419,-0.009952306747436523,-0.003514707088470459,0.0005306699313223362,0.00015997886657714844,0.003400333836907521
-0.02182928742000012,0.9996547378861877,-0.01462488401431905,0.0,0.015825055181067083,0.014972032113940714,0.9997626747798176,0.0,0.9996364588385376,0.021592667183013392,-0.016146420181340826,0.0,0.0,-3.288135593220338,0.0,1.0,0.0022711753845214844,-0.0035352706909179688,0.00882863998413086,0.0039241015911102295,-0.007649421691894531,0.008507609367370605,0.002560526132583618,-0.008696794509887695,0.0074166059494018555,0.0012934207916259766,-0.006188392639160156,0.007979810237884521,0.0012331008911132812,-0.0008349418640136719,0.00886266678571701,0.0015053153038024902,0.005341291427612305,0.008640468120574951,0.0006515681743621826,0.009820699691772461,0.008037149906158447,-0.0007561743259429932,0.010790348052978516,0.00881725549697876,-0.0006569027900695801,0.00791311264038086,0.010867416858673096,0.0014992952346801758,0.0024187564849853516,0.011958630755543709,0.0025504231452941895,-0.003950715065002441,0.007263660430908203,0.002676159143447876,-0.008756875991821289,0.005580723285675049,0.0024383962154388428,-0.009949207305908203,0.004550635814666748,0.0016540288925170898,-0.0070514678955078125,0.003985345363616943,0.0007493495941162109,-0.0009336471557617188,0.003838794305920601,-0.00017726421356201172,0.0061037540435791016,0.003975570201873779,-0.001016467809677124,0.01123356819152832,0.004548609256744385,-0.001319795846939087,0.012380242347717285,0.005652248859405518,-0.0006222724914550781,0.009116649627685547,0.006806373596191406,0.000803530216217041,0.002823948860168457,0.007199433632194996,0.0019224882125854492,-0.006112456321716309,0.0036063194274902344,0.002776920795440674,-0.01323997974395752,0.0020516514778137207,0.002698838710784912,-0.014953851699829102,0.0004630088806152344,0.001646578311920166,-0.010590553283691406,-0.0007175207138061523,6.842613220214844e-05,-0.0015007257461547852,-0.0012048091739416122,-0.0015920400619506836,0.008913636207580566,-0.0008801817893981934,-0.0027689337730407715,0.0164945125579834,0.00026094913482666016,-0.0029181838035583496,0.0181887149810791,0.0019075870513916016,-0.0018308758735656738,0.013353943824768066,0.00337141752243042,1.3589859008789062e-05,0.004001975059509277,0.003918499685823917,0.002692684531211853,-0.019414961338043213,-0.005185484886169434,0.0026736855506896973,-0.021799087524414062,-0.0075095295906066895,0.0012268684804439545,0.0004184246063232422,0.007429084173054434
-0.03772367668435006,0.9991844065286698,-0.014402984668616892,0.0,0.027336723878950697,0.015439718808679004,0.9995070377994719,0.0,0.9989142244181832,0.03731134992276114,-0.02789687118586337,0.0,0.0,-3.288135593220338,0.0,1.0,0.004160583019256592,-0.00587153434753418,0.01517784595489502,0.0071700215339660645,-0.012918472290039062,0.014684975147247314,0.004809319972991943,-0.014793157577514648,0.012841880321502686,0.002564847469329834,-0.01054072380065918,0.01384955644607544,0.00235903263092041,-0.001321554183959961,0.01532997190952301,0.002659142017364502,0.00937342643737793,0.014862596988677979,0.0010558664798736572,0.017140626907348633,0.013786077499389648,-0.001366257667541504,0.018822431564331055,0.01511615514755249,-0.0011017322540283203,0.013866424560546875,0.018633246421813965,0.002744138240814209,0.004423379898071289,0.020544755272567272,0.004620254039764404,-0.00658726692199707,0.012505710124969482,0.004918903112411499,-0.014887809753417969,0.009693503379821777,0.004568934440612793,-0.01697516441345215,0.007969677448272705,0.003152132034301758,-0.012049436569213867,0.0069580078125,0.0014095306396484375,-0.0015497207641601562,0.006657706573605537,-0.00035262107849121094,0.010606527328491211,0.006840169429779053,-0.0019141733646392822,0.01951754093170166,0.00772857666015625,-0.0025004148483276367,0.021541595458984375,0.009582698345184326,-0.0012154579162597656,0.01592099666595459,0.0116196870803833,0.0014365315437316895,0.005065441131591797,0.012345058843493462,0.0035080909729003906,-0.010364770889282227,0.006221175193786621,0.005140721797943115,-0.02268540859222412,0.0037001967430114746,0.005080878734588623,-0.025698542594909668,0.0010370612144470215,0.0031504034996032715,-0.01825547218322754,-0.0010617375373840332,0.00015103816986083984,-0.0026363134384155273,-0.002007480710744858,-0.0029694437980651855,0.015332579612731934,-0.0015785694122314453,-0.005178630352020264,0.02846705913543701,0.00021708011627197266,-0.005514174699783325,0.031458497047424316,0.0029807090759277344,-0.0035056471824645996,0.0231703519821167,0.005580306053161621,-3.701448440551758e-05,0.007066130638122559,0.006634265184402466,0.0050207823514938354,-0.03347736597061157,-0.008650124073028564,0.005073964595794678,-0.03769254684448242,-0.012550711631774902,0.0022662319242954254,0.0008866786956787109,0.012801906617823988
-0.05724143594266318,0.9982604283303125,-0.014125694354722437,0.0,0.04144797144582473,0.016512894742986006,0.9990041991754754,0.0,0.9974996158767421,0.05659895349728754,-0.04232109153559005,0.0,0.0,-3.288135593220338,0.0,1.0,0.006735682487487793,-0.008455514907836914,0.02287524938583374,0.011588186025619507,-0.01902174949645996,0.02224069833755493,0.0080014169216156,-0.021986961364746094,0.019524753093719482,0.004499673843383789,-0.01568770408630371,0.021120011806488037,0.003998160362243652,-0.0017628669738769531,0.023281197994947433,0.004132211208343506,0.014499187469482422,0.02241683006286621,0.001455157995223999,0.026327848434448242,0.020717859268188477,-0.0022039413452148438,0.028891324996948242,0.022699952125549316,-0.0016306638717651367,0.021404027938842773,0.027989745140075684,0.004430115222930908,0.00717473030090332,0.03093787282705307,0.007392764091491699,-0.009539961814880371,0.018880486488342285,0.008000582456588745,-0.022120952606201172,0.014794766902923584,0.0075875818729400635,-0.02533245086669922,0.012283802032470703,0.005327403545379639,-0.01801276206970215,0.010684370994567871,0.0023500919342041016,-0.0022242069244384766,0.010143201798200607,-0.0006273984909057617,0.016205787658691406,0.010317802429199219,-0.003213644027709961,0.02980673313140869,0.011473000049591064,-0.0042237937450408936,0.0329509973526001,0.014186561107635498,-0.0021250247955322266,0.02446281909942627,0.017357289791107178,0.002253234386444092,0.008034110069274902,0.01854446902871132,0.005658626556396484,-0.015355110168457031,0.009411334991455078,0.008434846997261047,-0.03404712677001953,0.005897104740142822,0.0084913969039917,-0.03870594501495361,0.0020107626914978027,0.005356013774871826,-0.027597546577453613,-0.0012813210487365723,0.00029647350311279297,-0.004075884819030762,-0.0029066652059555054,-0.00491410493850708,0.023125529289245605,-0.002503335475921631,-0.008604705333709717,0.04310810565948486,-0.000110626220703125,-0.009266272187232971,0.04775869846343994,0.00392758846282959,-0.005977809429168701,0.03531384468078613,0.008000969886779785,-0.0001862049102783203,0.010996222496032715,0.009802063927054405,0.008315518498420715,-0.050648391246795654,-0.012550771236419678,0.008568137884140015,-0.057210445404052734,-0.018249094486236572,0.003699764609336853,0.001659393310546875,0.01935054932255298
-0.0799616220170889,0.9967024613561327,-0.013796468063357097,0.0,0.0578231255171516,0.018455519385732422,0.9981562402548164,0.0,0.9951194024637566,0.07901643709273339,-0.059108184791500706,0.0,0.0,-3.288135593220338,0.0,1.0,0.010062813758850098,-0.011057376861572266,0.03168773651123047,0.0173051655292511,-0.025591135025024414,0.030980706214904785,0.01229637861251831,-0.029926776885986328,0.02732264995574951,0.007260799407958984,-0.02137923240661621,0.029662668704986572,0.006254315376281738,-0.0020360946655273438,0.032540008425712585,0.005907773971557617,0.02072000503540039,0.03107905387878418,0.0017628073692321777,0.03730058670043945,0.028596460819244385,-0.0033346712589263916,0.04089951515197754,0.03130316734313965,-0.002253293991088867,0.030497312545776367,0.03861767053604126,0.0065822601318359375,0.010789871215820312,0.04280974715948105,0.010919451713562012,-0.012571096420288086,0.026203453540802002,0.012026280164718628,-0.030113697052001953,0.02079451084136963,0.01164919137954712,-0.03465843200683594,0.01745748519897461,0.008319854736328125,-0.024688005447387695,0.015120327472686768,0.003622293472290039,-0.002882719039916992,0.014229226857423782,-0.0010386109352111816,0.02282404899597168,0.014303326606750488,-0.005021572113037109,0.0419386625289917,0.015597105026245117,-0.006639033555984497,0.04643869400024414,0.019224584102630615,-0.0034626126289367676,0.03465557098388672,0.0237845778465271,0.003235936164855957,0.011792421340942383,0.025584913790225983,0.008429288864135742,-0.020839214324951172,0.01308441162109375,0.012808635830879211,-0.04692578315734863,0.008685290813446045,0.013140738010406494,-0.0535581111907959,0.0035106539726257324,0.008432984352111816,-0.03835034370422363,-0.0012580156326293945,0.0005354881286621094,-0.005807399749755859,-0.003832828253507614,-0.0075310468673706055,0.03206431865692139,-0.0036743879318237305,-0.01326000690460205,0.06004071235656738,-0.0008783340454101562,-0.014446765184402466,0.06670331954956055,0.004506468772888184,-0.009463131427764893,0.049544572830200195,0.010403156280517578,-0.0005046725273132324,0.01579296588897705,0.013245940208435059,0.012773223221302032,-0.07048487663269043,-0.016607344150543213,0.013427555561065674,-0.07990026473999023,-0.02420032024383545,0.005569901317358017,0.0028476715087890625,0.026895365794189274
-0.10545492235122156,0.9943335384874423,-0.01341915015715395,0.0,0.07610526171988764,0.021524757411048867,0.9968674304825809,0.0,0.9915075635064241,0.10410330954123356,-0.07794390580485988,0.0,0.0,-3.288135593220338,0.0,1.0,0.01418083906173706,-0.013440608978271484,0.04137080907821655,0.024419277906417847,-0.03223848342895508,0.04069584608078003,0.017827093601226807,-0.03823995590209961,0.03607970476150513,0.010992467403411865,-0.027338743209838867,0.039338499307632446,0.009216070175170898,-0.0019998550415039062,0.04291810840368271,0.007952213287353516,0.02804279327392578,0.04061466455459595,0.0018682777881622314,0.04997062683105469,0.037172675132751465,-0.004848390817642212,0.05474090576171875,0.040645480155944824,-0.003007948398590088,0.04111528396606445,0.050182998180389404,0.009196221828460693,0.015388250350952148,0.05581747367978096,0.01522749662399292,-0.01543879508972168,0.03427761793136597,0.01707836240530014,-0.03850972652435303,0.027592122554779053,0.01688939332962036,-0.04456615447998047,0.02344334125518799,0.01225745677947998,-0.03180050849914551,0.02021127939224243,0.005270957946777344,-0.0034406185150146484,0.018842853605747223,-0.001631617546081543,0.030382633209228516,0.0186842679977417,-0.007461875677108765,0.055736541748046875,0.019907116889953613,-0.00991685688495636,0.061811089515686035,0.0244482159614563,-0.0053626298904418945,0.04639542102813721,0.030657410621643066,0.004344642162322998,0.016398072242736816,0.03324311971664429,0.011856675148010254,-0.026572585105895996,0.01713693141937256,0.018399029970169067,-0.060904622077941895,0.012096524238586426,0.01923370361328125,-0.06980538368225098,0.0056528449058532715,0.012552380561828613,-0.050220370292663574,-0.000880897045135498,0.0009055137634277344,-0.007811307907104492,-0.00471758097410202,-0.010922729969024658,0.041908979415893555,-0.005111038684844971,-0.019365042448043823,0.07885539531707764,-0.00224226713180542,-0.021343111991882324,0.08786046504974365,0.004474043846130371,-0.01419687271118164,0.06558644771575928,0.012550830841064453,-0.0010835528373718262,0.021440744400024414,0.016781136393547058,0.018596546724438667,-0.09252268075942993,-0.020549118518829346,0.019941508769989014,-0.10526800155639648,-0.030006468296051025,0.007900357246398926,0.004568815231323242,0.035245944280177355
-0.13328350925825916,0.9909927112676178,-0.012998168111676867,0.0,0.09591599763463693,0.025951615561251806,0.9950510715774911,0.0,0.9864256827341611,0.13137716644918507,-0.09851097694281208,0.0,0.0,-3.288135593220338,0.0,1.0,0.019088685512542725,-0.015374422073364258,0.05167198181152344,0.03297088295221329,-0.03856968879699707,0.051161229610443115,0.024679362773895264,-0.0465388298034668,0.04562479257583618,0.015805840492248535,-0.03327369689941406,0.04999151825904846,0.01294410228729248,-0.0014994144439697266,0.05421287566423416,0.010209202766418457,0.03647255897521973,0.05078113079071045,0.0016408860683441162,0.06423473358154297,0.04619014263153076,-0.006862610578536987,0.07029032707214355,0.050438642501831055,-0.003964841365814209,0.05321097373962402,0.06234556436538696,0.012229323387145996,0.021076440811157227,0.06960846111178398,0.02030855417251587,-0.017908096313476562,0.04289579391479492,0.02320149540901184,-0.04695141315460205,0.03507351875305176,0.02340608835220337,-0.054656028747558594,0.030176639556884766,0.01723945140838623,-0.03905797004699707,0.025888711214065552,0.0073277950286865234,-0.0038056373596191406,0.023903362452983856,-0.0024579763412475586,0.03879880905151367,0.023342251777648926,-0.010668575763702393,0.07100141048431396,0.02420562505722046,-0.014240756630897522,0.07884037494659424,0.029608964920043945,-0.007976055145263672,0.05954909324645996,0.03772902488708496,0.005514204502105713,0.02189350128173828,0.041290219873189926,0.015950381755828857,-0.032321810722351074,0.02145516872406006,0.025313697289675474,-0.07555866241455078,0.01614469289779663,0.026948094367980957,-0.08697164058685303,0.00853055715560913,0.017871499061584473,-0.06288766860961914,-5.459785461425781e-05,0.0014480352401733398,-0.010056138038635254,-0.005497150123119354,-0.01517874002456665,0.05241072177886963,-0.006829023361206055,-0.027128994464874268,0.09910881519317627,-0.004347860813140869,-0.03023536503314972,0.11074662208557129,0.0036013126373291016,-0.02041769027709961,0.08311676979064941,0.01421576738357544,-0.002031981945037842,0.02789628505706787,0.020221233367919922,0.025977417826652527,-0.11627906560897827,-0.024129152297973633,0.028395354747772217,-0.1327754259109497,-0.03529679775238037,0.010686755180358887,0.0069386959075927734,0.044202046119607985
-0.16300207296009495,0.9865460487892841,-0.012538653395146041,0.0,0.11685838480677194,0.03192397339933284,0.9926353700240342,0.0,0.9796807858231499,0.16033637622401978,-0.12048985164023285,0.0,0.0,-3.288135593220338,0.0,1.0,0.024737954139709473,-0.01665043830871582,0.06233704090118408,0.04293869435787201,-0.0442042350769043,0.06214100122451782,0.032877326011657715,-0.054440975189208984,0.05577331781387329,0.02176147699356079,-0.03888559341430664,0.061453044414520264,0.0174638032913208,-0.0003762245178222656,0.0662083551287651,0.012597739696502686,0.04600167274475098,0.06133002042770386,0.0009375512599945068,0.07996320724487305,0.05539131164550781,-0.009514719247817993,0.08739376068115234,0.06039297580718994,-0.005226254463195801,0.06670713424682617,0.07476821541786194,0.015595972537994385,0.027935266494750977,0.08382604271173477,0.026111960411071777,-0.01976621150970459,0.05184531211853027,0.030391493812203407,-0.05509364604949951,0.04311162233352661,0.031243741512298584,-0.06452488899230957,0.037572383880615234,0.023324131965637207,-0.04616069793701172,0.03206673264503479,0.009806513786315918,-0.0038819313049316406,0.02932126075029373,-0.0035742521286010742,0.04798173904418945,0.028155267238616943,-0.01477763056755066,0.08750796318054199,0.028299987316131592,-0.019793808460235596,0.09725701808929443,0.03446829319000244,-0.011461853981018066,0.07394599914550781,0.04475858807563782,0.006654679775238037,0.028295040130615234,0.04949816316366196,0.020686864852905273,-0.03787553310394287,0.02591806650161743,0.033616796135902405,-0.09046649932861328,0.020820677280426025,0.0364147424697876,-0.10456383228302002,0.012205541133880615,0.02451789379119873,-0.07600939273834229,0.0012921690940856934,0.0022062063217163086,-0.012499213218688965,-0.00611625611782074,-0.02036571502685547,0.06331527233123779,-0.008838295936584473,-0.0367303192615509,0.12032532691955566,-0.00731813907623291,-0.04137101769447327,0.13482415676116943,0.001689314842224121,-0.02834838628768921,0.1017606258392334,0.015190035104751587,-0.0034702420234680176,0.0350801944732666,0.023386768996715546,0.03508025407791138,-0.14125847816467285,-0.02713543176651001,0.03904581069946289,-0.16184020042419434,-0.03974515199661255,0.01389264315366745,0.010064125061035156,0.0535570674110204
